league_id,league_name,season_id,season,game_id,gamedate,team_id,team_name,goals,penalty,result
9,Premier League,333,2016-2017,76108,2017-05-18 19:45:00.000,564,Tottenham,6,NULL,1
9,Premier League,333,2016-2017,76108,2017-05-18 19:45:00.000,2198,Leicester City,1,NULL,0
9,Premier League,333,2016-2017,76109,2017-04-23 16:30:00.000,2139,Crystal Palace,2,NULL,1
9,Premier League,333,2016-2017,76109,2017-04-23 16:30:00.000,565,Liverpool,1,NULL,0
9,Premier League,333,2016-2017,76110,2017-05-16 20:00:00.000,665,West Bromwich,1,NULL,0
9,Premier League,333,2016-2017,76110,2017-05-16 20:00:00.000,573,Manchester City,3,NULL,1
9,Premier League,333,2016-2017,76111,2017-04-22 15:00:00.000,578,Stoke,0,NULL,0
9,Premier League,333,2016-2017,76111,2017-04-22 15:00:00.000,675,Swansea,2,NULL,1
9,Premier League,333,2016-2017,76112,2017-04-22 15:00:00.000,568,Everton,0,NULL,2
9,Premier League,333,2016-2017,76112,2017-04-22 15:00:00.000,571,West Ham United,0,NULL,2
9,Premier League,333,2016-2017,76113,2017-04-29 17:30:00.000,2199,Burnley,2,NULL,1
9,Premier League,333,2016-2017,76113,2017-04-29 17:30:00.000,2139,Crystal Palace,0,NULL,0
9,Premier League,333,2016-2017,76114,2017-04-30 14:05:00.000,580,Chelsea,3,NULL,1
9,Premier League,333,2016-2017,76114,2017-04-30 14:05:00.000,568,Everton,0,NULL,0
9,Premier League,333,2016-2017,76115,2017-04-30 12:00:00.000,675,Swansea,1,NULL,2
9,Premier League,333,2016-2017,76115,2017-04-30 12:00:00.000,562,Manchester United,1,NULL,2
9,Premier League,333,2016-2017,76116,2017-04-29 15:00:00.000,2138,Hull City,0,NULL,2
9,Premier League,333,2016-2017,76116,2017-04-29 15:00:00.000,2108,Southampton,0,NULL,2
9,Premier League,333,2016-2017,76117,2017-04-29 15:00:00.000,571,West Ham United,0,NULL,2
9,Premier League,333,2016-2017,76117,2017-04-29 15:00:00.000,578,Stoke,0,NULL,2
9,Premier League,333,2016-2017,76118,2017-04-29 15:00:00.000,2276,AFC Bournemouth,1,NULL,1
9,Premier League,333,2016-2017,76118,2017-04-29 15:00:00.000,575,Sunderland,0,NULL,0
9,Premier League,333,2016-2017,76119,2017-04-30 16:30:00.000,569,Arsenal,0,NULL,0
9,Premier League,333,2016-2017,76119,2017-04-30 16:30:00.000,564,Tottenham,2,NULL,1
9,Premier League,333,2016-2017,76120,2017-05-01 20:00:00.000,565,Liverpool,1,NULL,1
9,Premier League,333,2016-2017,76120,2017-05-01 20:00:00.000,2275,Watford,0,NULL,0
9,Premier League,333,2016-2017,76121,2017-04-29 15:00:00.000,2198,Leicester City,1,NULL,1
9,Premier League,333,2016-2017,76121,2017-04-29 15:00:00.000,665,West Bromwich,0,NULL,0
9,Premier League,333,2016-2017,76122,2017-05-06 15:00:00.000,578,Stoke,2,NULL,2
9,Premier League,333,2016-2017,76122,2017-05-06 15:00:00.000,2276,AFC Bournemouth,2,NULL,2
9,Premier League,333,2016-2017,76123,2017-05-07 16:00:00.000,562,Manchester United,0,NULL,0
9,Premier League,333,2016-2017,76123,2017-05-07 16:00:00.000,569,Arsenal,2,NULL,1
9,Premier League,333,2016-2017,76124,2017-05-06 15:00:00.000,665,West Bromwich,2,NULL,2
9,Premier League,333,2016-2017,76124,2017-05-06 15:00:00.000,2199,Burnley,2,NULL,2
9,Premier League,333,2016-2017,76125,2017-05-08 20:00:00.000,2294,Middlesbrough,0,NULL,0
9,Premier League,333,2016-2017,76125,2017-05-08 20:00:00.000,580,Chelsea,3,NULL,1
9,Premier League,333,2016-2017,76126,2017-05-06 15:00:00.000,575,Sunderland,2,NULL,1
9,Premier League,333,2016-2017,76126,2017-05-06 15:00:00.000,2138,Hull City,0,NULL,0
9,Premier League,333,2016-2017,76127,2017-05-06 15:00:00.000,2275,Watford,0,NULL,0
9,Premier League,333,2016-2017,76127,2017-05-06 15:00:00.000,2198,Leicester City,3,NULL,1
9,Premier League,333,2016-2017,76128,2017-05-07 13:30:00.000,2108,Southampton,0,NULL,2
9,Premier League,333,2016-2017,76128,2017-05-07 13:30:00.000,565,Liverpool,0,NULL,2
9,Premier League,333,2016-2017,76129,2017-05-06 12:30:00.000,2139,Crystal Palace,0,NULL,0
9,Premier League,333,2016-2017,76129,2017-05-06 12:30:00.000,573,Manchester City,5,NULL,1
9,Premier League,333,2016-2017,76130,2017-05-06 17:30:00.000,568,Everton,0,NULL,0
9,Premier League,333,2016-2017,76130,2017-05-06 17:30:00.000,675,Swansea,1,NULL,1
9,Premier League,333,2016-2017,76131,2017-05-05 20:00:00.000,564,Tottenham,0,NULL,0
9,Premier League,333,2016-2017,76131,2017-05-05 20:00:00.000,571,West Ham United,1,NULL,1
9,Premier League,333,2016-2017,76132,2017-05-13 15:00:00.000,2199,Burnley,1,NULL,0
9,Premier League,333,2016-2017,76132,2017-05-13 15:00:00.000,2276,AFC Bournemouth,2,NULL,1
9,Premier League,333,2016-2017,76133,2017-05-14 12:00:00.000,2138,Hull City,0,NULL,0
9,Premier League,333,2016-2017,76133,2017-05-14 12:00:00.000,2139,Crystal Palace,4,NULL,1
9,Premier League,333,2016-2017,76134,2017-05-12 19:45:00.000,2275,Watford,0,NULL,0
9,Premier League,333,2016-2017,76134,2017-05-12 19:45:00.000,568,Everton,1,NULL,1
9,Premier League,333,2016-2017,76135,2017-05-13 12:30:00.000,2198,Leicester City,1,NULL,0
9,Premier League,333,2016-2017,76135,2017-05-13 12:30:00.000,573,Manchester City,2,NULL,1
9,Premier League,333,2016-2017,76136,2017-05-13 17:30:00.000,569,Arsenal,4,NULL,1
9,Premier League,333,2016-2017,76136,2017-05-13 17:30:00.000,578,Stoke,1,NULL,0
9,Premier League,333,2016-2017,76137,2017-05-13 15:00:00.000,675,Swansea,2,NULL,1
9,Premier League,333,2016-2017,76137,2017-05-13 15:00:00.000,575,Sunderland,0,NULL,0
9,Premier League,333,2016-2017,76138,2017-05-14 16:30:00.000,562,Manchester United,1,NULL,0
9,Premier League,333,2016-2017,76138,2017-05-14 16:30:00.000,564,Tottenham,2,NULL,1
9,Premier League,333,2016-2017,76139,2017-05-12 20:00:00.000,580,Chelsea,1,NULL,1
9,Premier League,333,2016-2017,76139,2017-05-12 20:00:00.000,665,West Bromwich,0,NULL,0
9,Premier League,333,2016-2017,76140,2017-05-14 14:15:00.000,565,Liverpool,4,NULL,1
9,Premier League,333,2016-2017,76140,2017-05-14 14:15:00.000,571,West Ham United,0,NULL,0
9,Premier League,333,2016-2017,76141,2017-05-21 15:00:00.000,568,Everton,1,NULL,0
9,Premier League,333,2016-2017,76141,2017-05-21 15:00:00.000,569,Arsenal,3,NULL,1
9,Premier League,333,2016-2017,76142,2017-05-21 15:00:00.000,571,West Ham United,2,NULL,1
9,Premier League,333,2016-2017,76142,2017-05-21 15:00:00.000,2199,Burnley,1,NULL,0
9,Premier League,333,2016-2017,76143,2017-05-21 15:00:00.000,575,Sunderland,1,NULL,0
9,Premier League,333,2016-2017,76143,2017-05-21 15:00:00.000,580,Chelsea,5,NULL,1
9,Premier League,333,2016-2017,76144,2017-05-21 15:00:00.000,564,Tottenham,7,NULL,1
9,Premier League,333,2016-2017,76144,2017-05-21 15:00:00.000,2138,Hull City,1,NULL,0
9,Premier League,333,2016-2017,76145,2017-05-21 15:00:00.000,2276,AFC Bournemouth,1,NULL,2
9,Premier League,333,2016-2017,76145,2017-05-21 15:00:00.000,2198,Leicester City,1,NULL,2
9,Premier League,333,2016-2017,76146,2017-05-21 15:00:00.000,2294,Middlesbrough,0,NULL,0
9,Premier League,333,2016-2017,76146,2017-05-21 15:00:00.000,565,Liverpool,3,NULL,1
9,Premier League,333,2016-2017,76147,2017-05-21 15:00:00.000,2139,Crystal Palace,0,NULL,0
9,Premier League,333,2016-2017,76147,2017-05-21 15:00:00.000,562,Manchester United,2,NULL,1
9,Premier League,333,2016-2017,76148,2017-05-21 15:00:00.000,578,Stoke,1,NULL,1
9,Premier League,333,2016-2017,76148,2017-05-21 15:00:00.000,2108,Southampton,0,NULL,0
9,Premier League,333,2016-2017,76149,2017-05-21 15:00:00.000,665,West Bromwich,1,NULL,0
9,Premier League,333,2016-2017,76149,2017-05-21 15:00:00.000,675,Swansea,2,NULL,1
9,Premier League,333,2016-2017,76150,2017-05-21 15:00:00.000,573,Manchester City,5,NULL,1
9,Premier League,333,2016-2017,76150,2017-05-21 15:00:00.000,2275,Watford,0,NULL,0
9,Premier League,333,2016-2017,76156,2017-03-19 12:00:00.000,562,Manchester United,3,NULL,1
9,Premier League,333,2016-2017,76156,2017-03-19 12:00:00.000,2294,Middlesbrough,1,NULL,0
9,Premier League,333,2016-2017,76157,2017-04-08 15:00:00.000,2199,Burnley,0,NULL,2
9,Premier League,333,2016-2017,76157,2017-04-08 15:00:00.000,2294,Middlesbrough,0,NULL,2
9,Premier League,333,2016-2017,76158,2017-04-17 20:00:00.000,569,Arsenal,2,NULL,1
9,Premier League,333,2016-2017,76158,2017-04-17 20:00:00.000,2294,Middlesbrough,1,NULL,0
9,Premier League,333,2016-2017,76159,2017-04-30 14:05:00.000,573,Manchester City,2,NULL,2
9,Premier League,333,2016-2017,76159,2017-04-30 14:05:00.000,2294,Middlesbrough,2,NULL,2
9,Premier League,333,2016-2017,76160,2017-05-13 15:00:00.000,2108,Southampton,2,NULL,1
9,Premier League,333,2016-2017,76160,2017-05-13 15:00:00.000,2294,Middlesbrough,1,NULL,0
9,Premier League,333,2016-2017,76165,2017-01-02 07:30:00.000,2198,Leicester City,0,NULL,2
9,Premier League,333,2016-2017,76165,2017-01-02 07:30:00.000,2294,Middlesbrough,0,NULL,2
9,Premier League,333,2016-2017,76166,2017-01-21 10:00:00.000,571,West Ham United,3,NULL,1
9,Premier League,333,2016-2017,76166,2017-01-21 10:00:00.000,2294,Middlesbrough,1,NULL,0
9,Premier League,333,2016-2017,76167,2017-01-31 14:45:00.000,665,West Bromwich,1,NULL,2
9,Premier League,333,2016-2017,76167,2017-01-31 14:45:00.000,2294,Middlesbrough,1,NULL,2
9,Premier League,333,2016-2017,76168,2017-02-11 10:00:00.000,568,Everton,0,NULL,2
9,Premier League,333,2016-2017,76168,2017-02-11 10:00:00.000,2294,Middlesbrough,0,NULL,2
9,Premier League,333,2016-2017,76169,2017-04-26 19:45:00.000,575,Sunderland,0,NULL,0
9,Premier League,333,2016-2017,76169,2017-04-26 19:45:00.000,2294,Middlesbrough,1,NULL,1
7,Ligue 1,334,2016-2017,76360,2017-01-14 14:00:00.000,646,Bordeaux,1,NULL,2
7,Ligue 1,334,2016-2017,76360,2017-01-14 14:00:00.000,2281,Angers,1,NULL,2
7,Ligue 1,334,2016-2017,76361,2017-01-14 14:00:00.000,2111,Bastia,0,NULL,0
7,Ligue 1,334,2016-2017,76361,2017-01-14 14:00:00.000,700,Nancy,1,NULL,1
7,Ligue 1,334,2016-2017,76362,2017-01-15 11:00:00.000,640,Lyon,2,NULL,0
7,Ligue 1,334,2016-2017,76362,2017-01-15 11:00:00.000,1917,Caen,3,NULL,1
7,Ligue 1,334,2016-2017,76363,2017-01-13 14:45:00.000,697,Saint Etienne,1,NULL,2
7,Ligue 1,334,2016-2017,76363,2017-01-13 14:45:00.000,689,Lille,1,NULL,2
7,Ligue 1,334,2016-2017,76364,2017-01-14 14:00:00.000,2134,En Avant de Guingamp,1,NULL,0
7,Ligue 1,334,2016-2017,76364,2017-01-14 14:00:00.000,690,Lorient,3,NULL,1
7,Ligue 1,334,2016-2017,76365,2017-01-15 15:00:00.000,691,Monaco,4,NULL,1
7,Ligue 1,334,2016-2017,76365,2017-01-15 15:00:00.000,651,Marseille,1,NULL,0
7,Ligue 1,334,2016-2017,76366,2017-01-14 14:00:00.000,2032,Dijon,1,NULL,2
7,Ligue 1,334,2016-2017,76366,2017-01-14 14:00:00.000,693,Montpellier,1,NULL,2
7,Ligue 1,334,2016-2017,76367,2017-01-15 09:00:00.000,2200,Metz,0,NULL,2
7,Ligue 1,334,2016-2017,76367,2017-01-15 09:00:00.000,698,Nice,0,NULL,2
7,Ligue 1,334,2016-2017,76368,2017-01-14 11:00:00.000,694,Paris Saint Germain,1,NULL,1
7,Ligue 1,334,2016-2017,76368,2017-01-14 11:00:00.000,695,Rennes,0,NULL,0
7,Ligue 1,334,2016-2017,76369,2017-01-14 14:00:00.000,2135,Nantes,1,NULL,1
7,Ligue 1,334,2016-2017,76369,2017-01-14 14:00:00.000,692,Toulouse,0,NULL,0
7,Ligue 1,334,2016-2017,76370,2017-01-22 09:00:00.000,690,Lorient,0,NULL,0
7,Ligue 1,334,2016-2017,76370,2017-01-22 09:00:00.000,691,Monaco,4,NULL,1
7,Ligue 1,334,2016-2017,76371,2017-01-20 14:45:00.000,698,Nice,1,NULL,2
7,Ligue 1,334,2016-2017,76371,2017-01-20 14:45:00.000,2111,Bastia,1,NULL,2
7,Ligue 1,334,2016-2017,76372,2017-01-21 14:00:00.000,692,Toulouse,0,NULL,0
7,Ligue 1,334,2016-2017,76372,2017-01-21 14:00:00.000,646,Bordeaux,1,NULL,1
7,Ligue 1,334,2016-2017,76373,2017-01-21 14:00:00.000,700,Nancy,0,NULL,2
7,Ligue 1,334,2016-2017,76373,2017-01-21 14:00:00.000,1917,Caen,0,NULL,2
7,Ligue 1,334,2016-2017,76374,2017-01-21 14:00:00.000,689,Lille,0,NULL,2
7,Ligue 1,334,2016-2017,76374,2017-01-21 14:00:00.000,2032,Dijon,0,NULL,2
7,Ligue 1,334,2016-2017,76375,2017-01-21 14:00:00.000,695,Rennes,1,NULL,2
7,Ligue 1,334,2016-2017,76375,2017-01-21 14:00:00.000,2134,En Avant de Guingamp,1,NULL,2
7,Ligue 1,334,2016-2017,76376,2017-01-22 15:00:00.000,651,Marseille,1,NULL,0
7,Ligue 1,334,2016-2017,76376,2017-01-22 15:00:00.000,640,Lyon,3,NULL,1
7,Ligue 1,334,2016-2017,76377,2017-01-21 14:00:00.000,693,Montpellier,0,NULL,0
7,Ligue 1,334,2016-2017,76377,2017-01-21 14:00:00.000,2200,Metz,2,NULL,1
7,Ligue 1,334,2016-2017,76378,2017-01-21 11:00:00.000,694,Paris Saint Germain,2,NULL,1
7,Ligue 1,334,2016-2017,76378,2017-01-21 11:00:00.000,2135,Nantes,0,NULL,0
7,Ligue 1,334,2016-2017,76379,2017-01-22 11:00:00.000,2281,Angers,1,NULL,0
7,Ligue 1,334,2016-2017,76379,2017-01-22 11:00:00.000,697,Saint Etienne,2,NULL,1
7,Ligue 1,334,2016-2017,76380,2017-01-28 14:00:00.000,2200,Metz,1,NULL,0
7,Ligue 1,334,2016-2017,76380,2017-01-28 14:00:00.000,2281,Angers,2,NULL,1
7,Ligue 1,334,2016-2017,76381,2017-01-28 14:00:00.000,646,Bordeaux,2,NULL,1
7,Ligue 1,334,2016-2017,76381,2017-01-28 14:00:00.000,700,Nancy,0,NULL,0
7,Ligue 1,334,2016-2017,76382,2017-01-28 14:00:00.000,1917,Caen,1,NULL,2
7,Ligue 1,334,2016-2017,76382,2017-01-28 14:00:00.000,2111,Bastia,1,NULL,2
7,Ligue 1,334,2016-2017,76383,2017-01-28 14:00:00.000,2032,Dijon,3,NULL,1
7,Ligue 1,334,2016-2017,76383,2017-01-28 14:00:00.000,690,Lorient,2,NULL,0
7,Ligue 1,334,2016-2017,76384,2017-01-28 11:00:00.000,689,Lille,2,NULL,1
7,Ligue 1,334,2016-2017,76384,2017-01-28 11:00:00.000,640,Lyon,1,NULL,0
7,Ligue 1,334,2016-2017,76385,2017-01-27 14:45:00.000,693,Montpellier,1,NULL,0
7,Ligue 1,334,2016-2017,76385,2017-01-27 14:45:00.000,651,Marseille,5,NULL,1
7,Ligue 1,334,2016-2017,76386,2017-01-29 09:00:00.000,2134,En Avant de Guingamp,1,NULL,0
7,Ligue 1,334,2016-2017,76386,2017-01-29 09:00:00.000,698,Nice,3,NULL,1
7,Ligue 1,334,2016-2017,76387,2017-01-29 15:00:00.000,691,Monaco,1,NULL,2
7,Ligue 1,334,2016-2017,76387,2017-01-29 15:00:00.000,694,Paris Saint Germain,1,NULL,2
7,Ligue 1,334,2016-2017,76388,2017-01-28 14:00:00.000,2135,Nantes,1,NULL,2
7,Ligue 1,334,2016-2017,76388,2017-01-28 14:00:00.000,695,Rennes,1,NULL,2
7,Ligue 1,334,2016-2017,76389,2017-01-29 11:00:00.000,697,Saint Etienne,3,NULL,1
7,Ligue 1,334,2016-2017,76389,2017-01-29 11:00:00.000,692,Toulouse,0,NULL,0
7,Ligue 1,334,2016-2017,76390,2017-02-04 11:00:00.000,698,Nice,0,NULL,0
7,Ligue 1,334,2016-2017,76390,2017-02-04 11:00:00.000,691,Monaco,3,NULL,1
7,Ligue 1,334,2016-2017,76391,2017-02-04 14:00:00.000,695,Rennes,1,NULL,2
7,Ligue 1,334,2016-2017,76391,2017-02-04 14:00:00.000,646,Bordeaux,1,NULL,2
7,Ligue 1,334,2016-2017,76392,2017-02-04 14:00:00.000,694,Paris Saint Germain,3,NULL,1
7,Ligue 1,334,2016-2017,76392,2017-02-04 14:00:00.000,2032,Dijon,1,NULL,0
7,Ligue 1,334,2016-2017,76393,2017-02-04 14:00:00.000,1917,Caen,1,NULL,1
7,Ligue 1,334,2016-2017,76393,2017-02-04 14:00:00.000,2134,En Avant de Guingamp,0,NULL,0
7,Ligue 1,334,2016-2017,76394,2017-02-04 14:00:00.000,690,Lorient,1,NULL,1
7,Ligue 1,334,2016-2017,76394,2017-02-04 14:00:00.000,689,Lille,0,NULL,0
7,Ligue 1,334,2016-2017,76395,2017-02-03 14:45:00.000,651,Marseille,0,NULL,0
7,Ligue 1,334,2016-2017,76395,2017-02-03 14:45:00.000,2200,Metz,1,NULL,1
7,Ligue 1,334,2016-2017,76396,2017-02-04 14:00:00.000,2111,Bastia,1,NULL,0
7,Ligue 1,334,2016-2017,76396,2017-02-04 14:00:00.000,693,Montpellier,2,NULL,1
7,Ligue 1,334,2016-2017,76397,2017-02-05 11:00:00.000,700,Nancy,2,NULL,1
7,Ligue 1,334,2016-2017,76397,2017-02-05 11:00:00.000,2135,Nantes,0,NULL,0
7,Ligue 1,334,2016-2017,76398,2017-02-05 15:00:00.000,640,Lyon,0,NULL,0
7,Ligue 1,334,2016-2017,76398,2017-02-05 15:00:00.000,697,Saint Etienne,2,NULL,1
7,Ligue 1,334,2016-2017,76399,2017-02-05 09:00:00.000,2281,Angers,0,NULL,0
7,Ligue 1,334,2016-2017,76399,2017-02-05 09:00:00.000,692,Toulouse,4,NULL,1
7,Ligue 1,334,2016-2017,76400,2017-02-08 13:00:00.000,695,Rennes,0,NULL,2
7,Ligue 1,334,2016-2017,76400,2017-02-08 13:00:00.000,2281,Angers,0,NULL,2
7,Ligue 1,334,2016-2017,76401,2017-02-08 13:00:00.000,2135,Nantes,0,NULL,2
7,Ligue 1,334,2016-2017,76401,2017-02-08 13:00:00.000,2111,Bastia,0,NULL,2
7,Ligue 1,334,2016-2017,76402,2017-02-07 13:00:00.000,646,Bordeaux,4,NULL,1
7,Ligue 1,334,2016-2017,76402,2017-02-07 13:00:00.000,1917,Caen,0,NULL,0
7,Ligue 1,334,2016-2017,76403,2017-02-08 13:00:00.000,692,Toulouse,1,NULL,2
7,Ligue 1,334,2016-2017,76403,2017-02-08 13:00:00.000,690,Lorient,1,NULL,2
7,Ligue 1,334,2016-2017,76404,2017-02-08 13:00:00.000,700,Nancy,0,NULL,0
7,Ligue 1,334,2016-2017,76404,2017-02-08 13:00:00.000,640,Lyon,4,NULL,1
7,Ligue 1,334,2016-2017,76405,2017-02-08 15:00:00.000,2134,En Avant de Guingamp,0,NULL,0
7,Ligue 1,334,2016-2017,76405,2017-02-08 15:00:00.000,651,Marseille,2,NULL,1
7,Ligue 1,334,2016-2017,76406,2017-02-08 13:00:00.000,2032,Dijon,1,NULL,0
7,Ligue 1,334,2016-2017,76406,2017-02-08 13:00:00.000,2200,Metz,2,NULL,1
7,Ligue 1,334,2016-2017,76407,2017-02-07 13:00:00.000,691,Monaco,2,NULL,1
7,Ligue 1,334,2016-2017,76407,2017-02-07 13:00:00.000,693,Montpellier,1,NULL,0
7,Ligue 1,334,2016-2017,76408,2017-02-08 13:00:00.000,697,Saint Etienne,0,NULL,0
7,Ligue 1,334,2016-2017,76408,2017-02-08 13:00:00.000,698,Nice,1,NULL,1
7,Ligue 1,334,2016-2017,76409,2017-02-07 15:00:00.000,689,Lille,1,NULL,0
7,Ligue 1,334,2016-2017,76409,2017-02-07 15:00:00.000,694,Paris Saint Germain,2,NULL,1
7,Ligue 1,334,2016-2017,76410,2017-02-11 14:00:00.000,2200,Metz,0,NULL,0
7,Ligue 1,334,2016-2017,76410,2017-02-11 14:00:00.000,691,Monaco,5,NULL,1
7,Ligue 1,334,2016-2017,76411,2017-02-11 14:00:00.000,693,Montpellier,3,NULL,1
7,Ligue 1,334,2016-2017,76411,2017-02-11 14:00:00.000,700,Nancy,0,NULL,0
7,Ligue 1,334,2016-2017,76412,2017-02-10 14:45:00.000,694,Paris Saint Germain,3,NULL,1
7,Ligue 1,334,2016-2017,76412,2017-02-10 14:45:00.000,646,Bordeaux,0,NULL,0
7,Ligue 1,334,2016-2017,76413,2017-02-11 14:00:00.000,1917,Caen,0,NULL,0
7,Ligue 1,334,2016-2017,76413,2017-02-11 14:00:00.000,2032,Dijon,2,NULL,1
7,Ligue 1,334,2016-2017,76414,2017-02-11 11:00:00.000,640,Lyon,1,NULL,0
7,Ligue 1,334,2016-2017,76414,2017-02-11 11:00:00.000,2134,En Avant de Guingamp,2,NULL,1
7,Ligue 1,334,2016-2017,76415,2017-02-11 14:00:00.000,2281,Angers,2,NULL,1
7,Ligue 1,334,2016-2017,76415,2017-02-11 14:00:00.000,689,Lille,1,NULL,0
7,Ligue 1,334,2016-2017,76416,2017-02-12 15:00:00.000,651,Marseille,2,NULL,0
7,Ligue 1,334,2016-2017,76416,2017-02-12 15:00:00.000,2135,Nantes,3,NULL,1
7,Ligue 1,334,2016-2017,76417,2017-02-12 11:00:00.000,690,Lorient,0,NULL,0
7,Ligue 1,334,2016-2017,76417,2017-02-12 11:00:00.000,697,Saint Etienne,4,NULL,1
7,Ligue 1,334,2016-2017,76418,2017-02-12 09:00:00.000,698,Nice,2,NULL,2
7,Ligue 1,334,2016-2017,76418,2017-02-12 09:00:00.000,695,Rennes,2,NULL,2
7,Ligue 1,334,2016-2017,76419,2017-02-11 14:00:00.000,2111,Bastia,1,NULL,0
7,Ligue 1,334,2016-2017,76419,2017-02-11 14:00:00.000,692,Toulouse,4,NULL,1
7,Ligue 1,334,2016-2017,76420,2017-02-18 14:00:00.000,700,Nancy,0,NULL,0
7,Ligue 1,334,2016-2017,76420,2017-02-18 14:00:00.000,2281,Angers,1,NULL,1
7,Ligue 1,334,2016-2017,76421,2017-02-17 14:45:00.000,691,Monaco,1,NULL,2
7,Ligue 1,334,2016-2017,76421,2017-02-17 14:45:00.000,2111,Bastia,1,NULL,2
7,Ligue 1,334,2016-2017,76422,2017-02-19 09:00:00.000,2134,En Avant de Guingamp,0,NULL,0
7,Ligue 1,334,2016-2017,76422,2017-02-19 09:00:00.000,646,Bordeaux,3,NULL,1
7,Ligue 1,334,2016-2017,76423,2017-02-18 14:00:00.000,689,Lille,1,NULL,1
7,Ligue 1,334,2016-2017,76423,2017-02-18 14:00:00.000,1917,Caen,0,NULL,0
7,Ligue 1,334,2016-2017,76424,2017-02-18 14:00:00.000,698,Nice,1,NULL,1
7,Ligue 1,334,2016-2017,76424,2017-02-18 14:00:00.000,690,Lorient,0,NULL,0
7,Ligue 1,334,2016-2017,76425,2017-02-19 11:00:00.000,2032,Dijon,2,NULL,0
7,Ligue 1,334,2016-2017,76425,2017-02-19 11:00:00.000,640,Lyon,4,NULL,1
7,Ligue 1,334,2016-2017,76426,2017-02-18 11:00:00.000,695,Rennes,0,NULL,0
7,Ligue 1,334,2016-2017,76426,2017-02-18 11:00:00.000,651,Marseille,2,NULL,1
7,Ligue 1,334,2016-2017,76427,2017-02-18 14:00:00.000,2135,Nantes,1,NULL,2
7,Ligue 1,334,2016-2017,76427,2017-02-18 14:00:00.000,2200,Metz,1,NULL,2
7,Ligue 1,334,2016-2017,76428,2017-02-19 11:00:00.000,697,Saint Etienne,1,NULL,0
7,Ligue 1,334,2016-2017,76428,2017-02-19 11:00:00.000,693,Montpellier,2,NULL,1
7,Ligue 1,334,2016-2017,76429,2017-02-19 15:00:00.000,692,Toulouse,0,NULL,2
7,Ligue 1,334,2016-2017,76429,2017-02-19 15:00:00.000,694,Paris Saint Germain,0,NULL,2
7,Ligue 1,334,2016-2017,76430,2017-02-25 14:00:00.000,2111,Bastia,0,NULL,0
7,Ligue 1,334,2016-2017,76430,2017-02-25 14:00:00.000,2281,Angers,3,NULL,1
7,Ligue 1,334,2016-2017,76431,2017-02-25 14:00:00.000,692,Toulouse,0,NULL,2
7,Ligue 1,334,2016-2017,76431,2017-02-25 14:00:00.000,700,Nancy,0,NULL,2
7,Ligue 1,334,2016-2017,76432,2017-02-25 11:00:00.000,691,Monaco,2,NULL,1
7,Ligue 1,334,2016-2017,76432,2017-02-25 11:00:00.000,2134,En Avant de Guingamp,1,NULL,0
7,Ligue 1,334,2016-2017,76433,2017-02-25 14:00:00.000,646,Bordeaux,3,NULL,1
7,Ligue 1,334,2016-2017,76433,2017-02-25 14:00:00.000,689,Lille,2,NULL,0
7,Ligue 1,334,2016-2017,76434,2017-02-26 11:00:00.000,2200,Metz,0,NULL,0
7,Ligue 1,334,2016-2017,76434,2017-02-26 11:00:00.000,640,Lyon,5,NULL,1
7,Ligue 1,334,2016-2017,76435,2017-02-26 21:00:00.000,694,Paris Saint Germain,5,NULL,1
7,Ligue 1,334,2016-2017,76435,2017-02-26 21:00:00.000,651,Marseille,1,NULL,0
7,Ligue 1,334,2016-2017,76436,2017-02-24 19:00:00.000,2032,Dijon,1,NULL,0
7,Ligue 1,334,2016-2017,76436,2017-02-24 19:00:00.000,2135,Nantes,3,NULL,1
7,Ligue 1,334,2016-2017,76437,2017-02-24 14:45:00.000,693,Montpellier,1,NULL,0
7,Ligue 1,334,2016-2017,76437,2017-02-24 14:45:00.000,698,Nice,2,NULL,1
7,Ligue 1,334,2016-2017,76438,2017-02-26 09:00:00.000,1917,Caen,1,NULL,1
7,Ligue 1,334,2016-2017,76438,2017-02-26 09:00:00.000,697,Saint Etienne,0,NULL,0
7,Ligue 1,334,2016-2017,76439,2017-02-25 14:00:00.000,690,Lorient,0,NULL,0
7,Ligue 1,334,2016-2017,76439,2017-02-25 14:00:00.000,695,Rennes,1,NULL,1
7,Ligue 1,334,2016-2017,76440,2017-03-05 15:00:00.000,2135,Nantes,0,NULL,0
7,Ligue 1,334,2016-2017,76440,2017-03-05 15:00:00.000,691,Monaco,4,NULL,1
7,Ligue 1,334,2016-2017,76441,2017-03-04 14:00:00.000,697,Saint Etienne,0,NULL,2
7,Ligue 1,334,2016-2017,76441,2017-03-04 14:00:00.000,2111,Bastia,0,NULL,2
7,Ligue 1,334,2016-2017,76442,2017-03-03 14:45:00.000,640,Lyon,1,NULL,2
7,Ligue 1,334,2016-2017,76442,2017-03-03 14:45:00.000,646,Bordeaux,1,NULL,2
7,Ligue 1,334,2016-2017,76443,2017-03-04 14:00:00.000,2281,Angers,3,NULL,1
7,Ligue 1,334,2016-2017,76443,2017-03-04 14:00:00.000,1917,Caen,2,NULL,0
7,Ligue 1,334,2016-2017,76444,2017-03-04 14:00:00.000,698,Nice,1,NULL,1
7,Ligue 1,334,2016-2017,76444,2017-03-04 14:00:00.000,2032,Dijon,0,NULL,0
